nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
WL7050,"[""RH""]","ADP COMPONENTS - LEASE","Composants, traitement automatique de l'information - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL7045,"[""RH""]","AUTOMATIC DATA PROCESSING SUPPLIES - LEASE","Traitement automatique de l'information, approvisionnement - à bail",Active,Actif,"2023-02-27 22:50:03"
WL7460,"[""RH""]","VISIBLE RECORD EQUIPMENT - LEASE","Fichiers à classement visible - composants et accessoires - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL7490,"[""RH""]","MISCELLANEOUS OFFICE MACHINES - LEASE","Machines de bureau diverses - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL7520,"[""RH""]","OFFICE DEVICES AND ACCESSORIES - LEASE","Articles de bureau et accessoires - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL7730,"[""RH""]","PHONOGRAPHS, RADIOS AND TELEVISION SETS, HOME TYPE - LEASING","Phonographes, postes de radio et de télévision familiaux - location à bail",Active,Actif,"2023-02-27 22:50:03"
WR3590,"[""RH""]","SERVICE AND TRADE EQUIPMENT, MISCELLANEOUS - RENTAL","Équipement commercial et de service divers - location",Active,Actif,"2023-02-27 22:50:03"
WR7460,"[""RH""]","VISIBLE RECORD EQUIPMENT - RENT","Fichiers à classement visible - composants et accessoires - location",Active,Actif,"2023-02-27 22:50:03"
X112A,"[""RH""]","Conference Space and Facilities","Espace et installations de conférence",Active,Actif,"2023-02-27 22:50:03"
U003A,"[""RH""]","Reserve Training - Military","Instruction de la réserve - militaire",Active,Actif,"2023-02-27 22:50:03"
V502BAA,"[""RH""]","Hotels, Motels and Boarding Houses with Cooking Facilities","Hôtels, motels et pensions avec possibilité de cuisson",Active,Actif,"2023-02-27 22:50:03"
V502BAB,"[""RH""]","Hotels Motels and Boarding Houses, as Detention Centres","Hôtels, motels et pensions centres de détention",Active,Actif,"2023-02-27 22:50:03"
R199V,"[""RH""]","Health and Safety on Construction Sites","Santé et sécurité sur les chantiers de construction",Active,Actif,"2023-02-27 22:50:03"
5179D,"[""RH""]","Protective and Alarm Systems","Systèmes de protection et d'alarme",Active,Actif,"2023-02-27 22:50:03"
B509A,"[""RH""]","Land Use Studies","Études sur l'utilisation des terres",Active,Actif,"2023-02-27 22:50:03"
T019B,"[""RH""]","Thermovision and Thermographic Surveys","Levés de thermovision et thermographique",Active,Actif,"2023-02-27 22:50:03"
5179H,"[""HN""]","General Machine Shop Services","Services généraux d'atelier de construction mécanique",Active,Actif,"2023-02-27 22:50:03"
C219A,"[""SRI""]","Engineering Services","Services d'ingénierie",Active,Actif,"2023-02-27 22:50:03"
G009G,"[""ZT""]","Health and Welfare Services","Services de santé et de bien-être social",Active,Actif,"2023-02-27 22:50:03"
JD2350,"[""BL""]","COMBAT, ASSAULT, AND TACTICAL VEHICLES, TRACKED - PRODUCTION DESIGN","Véhicules de combat, d'assaut et tactiques, à chenilles - conception de la production",Active,Actif,"2023-02-27 22:50:03"
JD2510,"[""HS""]","VEHICULAR CAB, BODY AND FRAME STRUCTURAL COMPONENTS - PRODUCTION DESIGN","Cabine de véhicule, carrosserie et composants structuraux de châssis - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JI2530,"[""HS""]","VEHICULAR BRAKE, STEERING, AXLE, WHEEL AND TRACK COMPONENTS - INSTALLATION","Composants de freins, de direction d'essieux, de roues et chenilles de véhicules - installation",Active,Actif,"2023-02-27 22:50:03"
JI2910,"[""HS""]","ENGINE FUEL SYSTEM COMPONENTS, NON-AIRCRAFT - INSTALLATION","Composants du système d'alimentation en carburants des moteurs, sauf pour aéronefs - installation",Active,Actif,"2023-02-27 22:50:03"
JI4110,"[""HP""]","REFRIGERATION EQUIPMENT - INSTALLATION","Équipement de réfrigération - installation",Active,Actif,"2023-02-27 22:50:03"
JI4130,"[""HP""]","REFRIGERATION AND AIR CONDITIONING COMPONENTS - INSTALLATION","Composants d'équipements pour la réfrigération et la climatisation - installation",Active,Actif,"2023-02-27 22:50:03"
JI4240,"[""HN""]","SAFETY AND RESCUE EQUIPMENT - INSTALLATION","Équipement de protection et de sauvetage - installation",Active,Actif,"2023-02-27 22:50:03"
JI5845,"[""QF""]","Underwater Sound Equipment - Installation","Équipement de détection sous-marine - installation",Active,Actif,"2023-02-27 22:50:03"
JX1420,"[""BK""]","Guided Missile Components - Repair","Composants de missiles - réparation",Active,Actif,"2023-02-27 22:50:03"
JX1425,"[""QF""]","Guided Missile Systems, Complete - Repair","Systèmes de missiles complets - réparation",Active,Actif,"2023-02-27 22:50:03"
JX1710,"[""BB""]","Aircraft Landing Equipment - Repair","Équipement d'atterrissage pour aéronefs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2350,"[""BL""]","Combat, Assault, and Tactical Vehicles, Tracked - Repair","Véhicules de combat, d'assaut et tactiques, à chenille - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2540,"[""HS""]","Vehicular Furniture and Accessories - Repair","Accessoires et garnitures de véhicules - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2590,"[""HS""]","Vehicular Components, Miscellaneous - Repair","Composants divers de véhicules - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2590A,"[""HS""]","Vehicular Component Vinyl Upholstery - Repair and Overhaul","Composants de véhicules, capitonnage en vinyle - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX2510,"[""HS""]","Vehicular Cab, Body and Frame Structural Components - Repair","Cabine de véhicule, carrosserie et composants structuraux de châssis - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2835,"[""ML""]","Gas Turbines and Jet Engines (except Aircraft) and Components - Repair","Turbines à gaz et moteurs à réaction et composants, sauf d'aéronefs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2910,"[""ML""]","Engine Fuel System Components, Non-Aircraft - Repair","Composants du système d'alimentation en carburants des moteurs, sauf pour aéronefs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2920,"[""HS""]","Engine Electrical System Components, Non-Aircraft - Repair and Overhaul","Composants de système électrique des moteurs, sauf pour aéronefs - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX2805,"[""HS""]","Gasoline Reciprocating Engines (except Aircraft) and Components - Repair","Moteurs alternatifs à piston, sauf aéronefs et composants - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2815,"[""BL""]","Diesel Engines and Components - Repair","Moteurs diesel et composants - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2815C,"[""BL""]","Diesel Engines, Repair, Overhaul, Modification and Maintenance","Moteurs diesel - réparation, révision, modification et entretien",Active,Actif,"2023-02-27 22:50:03"
JX3020,"[""HS""]","Gears, Pulleys, Sprockets and Transmission Chain - Repair and Overhaul","Chaînes d'engrenages, à pignons, à palan, de transmission - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX3040,"[""BL""]","Power Transmission Equipment, Miscellaneous - Repair","Équipements divers de transmission de puissance - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2990,"[""HS""]","Engine Accessories, Miscellaneous, Non-Aircraft - Repair","Accessoires divers de moteurs, sauf pour aéronefs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX3010,"[""HS""]","Torque Converters and Speed Changers - Repair","Convertisseurs de couple et changeurs de vitesse - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4140,"[""HP""]","Fans, Air Circulators and Blower Equipment - Repair","Équipement de ventilation, de circulation d'air et de souffleries - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4210,"[""HP"",""HS""]","Firefighting Equipment - Repair and Overhaul","Équipement de lutte contre l'incendie - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4240,"[""HN""]","Safety and Rescue Equipment - Repair","Équipement de protection et de sauvetage - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4310,"[""HP""]","Compressors and Vacuum Pumps - Repair","Compresseurs et pompes à vide - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4310A,"[""HP""]","Compressors - Repair, Overhaul, Modification and Maintenance","Compresseurs - réparation, révision, modification et entretien",Active,Actif,"2023-02-27 22:50:03"
JX4110,"[""HP""]","Refrigeration Equipment - Repair","Équipement de réfrigération - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4110B,"[""HP""]","Dispensers, Drinking Water, Mechanically Cooled - Repair and Overhaul","Fontaine réfrigérante - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4320,"[""HP"",""ML""]","Power and Hand Pumps - Repair","Pompes à moteur et pompes à main - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5805,"[""EO""]","Telephones and Telegraph Equipment - Maintenance","Équipement téléphonique et télégraphique - entretien",Active,Actif,"2023-02-27 22:50:03"
JX5845,"[""QF""]","Underwater Sound Equipment - Repair","Équipement de détection sous-marine - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6115,"[""HN""]","Generators and Generator Sets, Electrical - Repair","Génératrices électriques et groupes électrogènes - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6910,"[""QF""]","Training Aids - Repair","Accessoires d'instruction - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6930,"[""BQ""]","Operation Training Devices - Repair","Appareils d'instruction opérationnels - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6720,"[""PV""]","Cameras, Still Picture - Repair","Appareils photographiques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX9999,"[""RH""]","Miscellaneous Items - Repairs","Articles divers - réparation",Active,Actif,"2023-02-27 22:50:03"
N1420,"[""BK""]","Guided Missile Components","Composants de missiles",Active,Actif,"2023-02-27 22:50:03"
N1398,"[""BK""]","Specialized Ammunition Handling and Servicing Equipment","Équipement spécialisé de manutention et de mise en oeuvre de munitions",Active,Actif,"2023-02-27 22:50:03"
N1398B,"[""BK""]","Specialized Ammunition Handling Equipment - Pallets","Équipement spécialisé de manutention de munitions - palettes",Active,Actif,"2023-02-27 22:50:03"
N2510,"[""BL"",""HS""]","Vehicular Cab, Body and Frame Structural Components","Cabine de véhicule, carrosserie et composants structuraux de châssis",Active,Actif,"2023-02-27 22:50:03"
N2520BD,"[""HS""]","Transfer Cases/Gearboxes, Final Drive Assembly, Armoured Fighting Vehicle, S.M.P.","Boîtes de vitesse intermédiaires/boîtes d'engrenage, assemblage de l'entraînement final, véhicule blindé de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2530,"[""BL"",""HS""]","Vehicular Brake, Steering, Axle, Wheel and Track Components","Composants de freins, de direction d'essieux, de roues et chenilles de véhicules",Active,Actif,"2023-02-27 22:50:03"
N2510FA,"[""HS""]","Vehicular Cab, Body, and Frame Structural Components, N.E.S., Armoured Fighting Vehicle, S.M.P.","Composants de la structure de la cabine, de la carrosserie et du châssis des véhicules, N.E.A., véhicule blindé de combat",Active,Actif,"2023-02-27 22:50:03"
N2520,"[""BL"",""HS""]","Vehicular Power Transmission Components","Composants des transmissions de puissance des véhicules",Active,Actif,"2023-02-27 22:50:03"
N2540,"[""BL"",""HS""]","Vehicular Furniture and Accessories","Accessoires et garnitures de véhicules",Active,Actif,"2023-02-27 22:50:03"
N2590AA,"[""HS""]","Cylinder Assembly, Hydraulic, for Tracked and Wheeled Vehicles, Except Ground Effect and Armoured Fighting Vehicles","Cylindre équipé, hydraulique, pour véhicules à chenilles et à roues, sauf véhicules à effet de sol et blindés de combat",Active,Actif,"2023-02-27 22:50:03"
N2805,"[""HS"",""ML""]","Gasoline Reciprocating Engines (Except Aircraft) and Components","Moteurs alternatifs à explosion, sauf aéronefs et composants",Active,Actif,"2023-02-27 22:50:03"
N2815,"[""BL"",""HS"",""ML""]","Diesel Engines and Components","Moteurs diesel et composants",Active,Actif,"2023-02-27 22:50:03"
N2815A,"[""BL"",""HS"",""ML""]","Diesel Engines, Air Cooled","Moteurs diesel, refroidis par air",Active,Actif,"2023-02-27 22:50:03"
N2815B,"[""BL"",""HS"",""ML""]","Diesel Engines and Components, N.E.S.","Moteurs diesel et composants, N.E.A.",Active,Actif,"2023-02-27 22:50:03"
N2815D,"[""BL"",""HS"",""ML""]","Engine Valve Assemblies and Seats","Montages pour valves de moteur et sièges",Active,Actif,"2023-02-27 22:50:03"
N2910,"[""BL"",""HS""]","Engine Fuel System Components, Non-Aircraft","Composants du système d'alimentation en carburant des moteurs, sauf pour aéronefs",Active,Actif,"2023-02-27 22:50:03"
N2930,"[""HS""]","Engine Cooling System Components, Non-Aircraft","Composants du système de refroidissement des moteurs, sauf pour aéronefs",Active,Actif,"2023-02-27 22:50:03"
N2920AAC,"[""HS""]","Engine Electrical System Components (Marine) N.E.S.","Composants de système électrique des moteurs, marins, N.E.A.",Active,Actif,"2023-02-27 22:50:03"
N3010,"[""HS"",""ML""]","Torque Converters and Speed Changers","Convertisseurs de couple et changeurs de vitesse",Active,Actif,"2023-02-27 22:50:03"
N3020,"[""BL"",""HS""]","Gears, Pulleys, Sprockets and Transmission Chain","Engrenages, poulies, pignons et chaînes de transmission",Active,Actif,"2023-02-27 22:50:03"
N4210,"[""BL"",""HP"",""HS""]","Fire Fighting Equipment","Équipement de lutte contre l'incendie",Active,Actif,"2023-02-27 22:50:03"
N4310B,"[""HP"",""ML""]","Compressors, Reciprocating (Except Refrigeration)","Compresseurs, alternatifs, sauf frigorifiques",Active,Actif,"2023-02-27 22:50:03"
N4310D,"[""HP"",""ML""]","Pump, Vacuum","Pompes à vide",Active,Actif,"2023-02-27 22:50:03"
N4310C,"[""HP"",""ML""]","Compressors, Rotary (Except Refrigeration)","Compresseurs, rotatifs, sauf frigorifiques",Active,Actif,"2023-02-27 22:50:03"
N4320B,"[""HP"",""ML""]","Pumps, Centrifugal","Pompes centrifuges",Active,Actif,"2023-02-27 22:50:03"
N4320,"[""HP"",""ML""]","Power and Hand Pumps","Pompes à moteur et pompes à main",Active,Actif,"2023-02-27 22:50:03"
N4320C,"[""HP"",""ML""]","Pumps, Corrosion Resistant","Pompes, résistant à la corrosion",Active,Actif,"2023-02-27 22:50:03"
N4320D,"[""HP"",""ML""]","Pumps, Hand Operated","Pompes à main",Active,Actif,"2023-02-27 22:50:03"
N4320DA,"[""HP"",""ML""]","Pumps, Hand Operated, Hydraulic","Pompes à main, hydrauliques",Active,Actif,"2023-02-27 22:50:03"
N4320E,"[""HP"",""ML""]","Pumps, Reciprocating","Pompes alternatives",Active,Actif,"2023-02-27 22:50:03"
N4320FB,"[""HP"",""ML""]","Pumps, Rotary Positive Displacement, Lobe Type","Pompes rotatives, déplacement positif, type à oreille",Active,Actif,"2023-02-27 22:50:03"
N4320ED,"[""HP"",""ML""]","Pumps, Reciprocating, Diaphragm","Pompes alternatives, diaphragme",Active,Actif,"2023-02-27 22:50:03"
N4320F,"[""HP"",""ML""]","Pumps, Rotary","Pompes rotatives",Active,Actif,"2023-02-27 22:50:03"
N4320FA,"[""HP"",""ML""]","Pumps, Rotary Positive Displacement, Gear Type","Pompes rotatives, déplacement positif, type engrenage",Active,Actif,"2023-02-27 22:50:03"
N4320G,"[""HP"",""ML""]","Pumps, Sewage","Pompes, eaux résiduaires",Active,Actif,"2023-02-27 22:50:03"
N4320H,"[""HP"",""ML""]","Pumps, Submersible or Floating","Pompes submersibles ou flottantes",Active,Actif,"2023-02-27 22:50:03"
N4320L,"[""HP"",""ML""]","Pumps, Metering","Pompes à débit étalonné",Active,Actif,"2023-02-27 22:50:03"
N5805,"[""EF"",""EO"",""QD""]","Telephone and Telegraph Equipment","Équipement téléphonique et télégraphique",Active,Actif,"2023-02-27 22:50:03"
N5820,"[""QD"",""QF""]","Radio and Television Communications Equipment, Except Airborne","Matériel de communications radio et télévisuel, sauf aéroporté",Active,Actif,"2023-02-27 22:50:03"
N5821,"[""QD"",""QF""]","Radio and Television Communications Equipment, Airborne","Matériel de communications, radio et télévisuel pour aéronefs",Active,Actif,"2023-02-27 22:50:03"
N6620,"[""BL"",""BY"",""HN"",""ML""]","Engine Instruments","Instruments de moteurs",Active,Actif,"2023-02-27 22:50:03"
JX4130,"[""FK""]","Refrigeration and Air Conditioning Components - Repair","Composants d'équipements pour la réfrigération et la climatisation - réparation",Active,Actif,"2023-02-27 22:50:03"
R019E,"[""RH""]","Business Services","Services commerciaux",Active,Actif,"2023-02-27 22:50:03"
WL2805,"[""HS""]","GASOLINE RECIPROCATING ENGINES (EXCEPT AIRCRAFT) AND COMPONENTS - LEASING","Moteurs alternatifs à piston, sauf aéronefs et composants - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL5805,"[""EO""]","TELEPHONE AND TELEGRAPH EQUIPMENT - LEASE","Équipement téléphonique et télégraphique - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL5845,"[""QF""]","UNDERWATER SOUND EQUIPMENT - LEASING","Équipement de détection sous-marine - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL4110,"[""HP""]","REFRIGERATION EQUIPMENT - LEASING","Équipement de réfrigération - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL4120,"[""HP""]","AIR CONDITIONING EQUIPMENT - LEASING","Équipement de climatisation - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL4310,"[""HP""]","COMPRESSORS AND VACUUM PUMPS - LEASING","Compresseurs et pompes à vide - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL6115,"[""HN""]","GENERATORS AND GENERATOR SETS, ELECTRICAL - LEASING","Génératrices électriques et groupes électrogènes - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL9999,"[""RH""]","MISCELLANEOUS ITEMS - LEASING","Articles divers - location à bail",Active,Actif,"2023-02-27 22:50:03"
WR2510,"[""HS""]","VEHICULAR CAB, BODY AND FRAME STRUCTURAL COMPONENTS - RENTAL","Cabine de véhicule, carrosserie et composants structuraux de châssis - location",Active,Actif,"2023-02-27 22:50:03"
WR2590,"[""HS""]","VEHICULAR COMPONENTS, MISCELLANEOUS - RENTAL","Composants divers de véhicule - location",Active,Actif,"2023-02-27 22:50:03"
WR2805,"[""HS""]","GASOLINE RECIPROCATING ENGINES (EXCEPT AIRCRAFT) AND COMPONENTS - RENTAL","Moteurs alternatifs à piston, sauf aéronefs et composants - location",Active,Actif,"2023-02-27 22:50:03"
WR2815,"[""HS""]","DIESEL ENGINES AND COMPONENTS - RENTAL","Moteurs diesel et composants - location",Active,Actif,"2023-02-27 22:50:03"
WR2835,"[""BL""]","GAS TURBINES AND JET ENGINES (EXCEPT AIRCRAFT) AND COMPONENTS - RENTAL","Turbines à gaz et moteurs à réaction et composants, sauf d'aéronefs - location",Active,Actif,"2023-02-27 22:50:03"
WR2350,"[""BL""]","COMBAT, ASSAULT, AND TACTICAL VEHICLES, TRACKED - RENTAL","Véhicules de combat, d'assaut et tactiques, à chenilles - location",Active,Actif,"2023-02-27 22:50:03"
WR4110,"[""HP""]","REFRIGERATION EQUIPMENT - RENTAL","Équipement de réfrigération - location",Active,Actif,"2023-02-27 22:50:03"
WR4120,"[""HP""]","AIR CONDITIONING EQUIPMENT - RENTAL","Équipement de climatisation - location",Active,Actif,"2023-02-27 22:50:03"
WR4130,"[""HP""]","REFRIGERATION AND AIR CONDITIONING COMPONENTS - RENTAL","Composants d'équipements pour la réfrigération et la climatisation - location",Active,Actif,"2023-02-27 22:50:03"
WR4140,"[""HP""]","FANS, AIR CIRCULATORS, AND BLOWER EQUIPMENT - RENTAL","Équipement de ventilation, de circulation d'air et de souffleries - location",Active,Actif,"2023-02-27 22:50:03"
WR4210,"[""HP""]","FIREFIGHTING EQUIPMENT - RENTAL","Équipement de lutte contre l'incendie - location",Active,Actif,"2023-02-27 22:50:03"
WR4320,"[""HP""]","POWER AND HAND PUMPS - RENTAL","Pompes à moteur et pompes à main - location",Active,Actif,"2023-02-27 22:50:03"
WR5845,"[""QF""]","UNDERWATER SOUND EQUIPMENT - RENTAL","Équipement de détection sous-marine - location",Active,Actif,"2023-02-27 22:50:03"
WR5805,"[""EO""]","TELEPHONE AND TELEGRAPH EQUIPMENT - RENT","Équipement téléphonique et télégraphique - location",Active,Actif,"2023-02-27 22:50:03"
WR6115,"[""HN""]","GENERATORS AND GENERATOR SETS, ELECTRICAL - RENTAL","Génératrices électriques et groupes électrogènes - location",Active,Actif,"2023-02-27 22:50:03"
WR6930,"[""BM""]","OPERATION TRAINING DEVICES - RENTAL","Appareils d'instruction opérationnels - location",Active,Actif,"2023-02-27 22:50:03"
WR6720,"[""PV""]","CAMERAS, STILL PICTURE - RENTAL","Appareils photographiques - location",Active,Actif,"2023-02-27 22:50:03"
JX2520,"[""HS""]","Vehicular Power Transmission Components - Repair","Composants de transmission de puissance des véhicules - réparation",Active,Actif,"2023-02-27 22:50:03"
D309BB,"[""AR""]","Consulting Services Office Communications Systems-Systems","Services de consultation, systèmes de communication de bureau, analyse des besoins pour les systèmes",Active,Actif,"2023-02-27 22:50:03"
M242A,"[""AR""]","Heating and Cooling Plants - Contracting Out Operations","Installation de chauffage et de climatisation - opérations d'impartition",Active,Actif,"2023-02-27 22:50:03"
N3610BDD,"[""AR""]","Offset Equipment, Sheet Fed","Équipement d'excentration, marge à la feuille",Active,Actif,"2023-02-27 22:50:03"
N3610C,"[""AR""]","Printing Equipment","Matériel d'imprimerie",Active,Actif,"2023-02-27 22:50:03"
N3610,"[""AR""]","Printing, Duplicating and Bookbinding Equipment","Équipement d'impression, de duplication et de reliure",Active,Actif,"2023-02-27 22:50:03"
N3610CPA,"[""AR""]","Type, Metal, Printing","Métal à caractères, imprimerie",Active,Actif,"2023-02-27 22:50:03"
N3610G,"[""AR""]","Folding, Machines, Paper","Plieuses, papier",Active,Actif,"2023-02-27 22:50:03"
N6730BM,"[""AR""]","Projector, Multimedia LCD Presentation","Projecteur ACL pour présentation multimédia",Active,Actif,"2023-02-27 22:50:03"
N6730103,"[""AR""]","DUPLICATORS, 16MM, 35MM, ROLL, MICROFILM","Duplicateurs, microfilm en rouleau 16 mm et 35 mm",Active,Actif,"2023-02-27 22:50:03"
N6730301,"[""AR""]","READERS, APERTURE, CARDS","Lectrices, cartes microfilmées",Active,Actif,"2023-02-27 22:50:03"
N7042,"[""AR""]","MINI AND MICRO COMPUTER CONTROL DEVICES","Commandes d'appareil d'ordinateur mini et micro",Active,Actif,"2023-02-27 22:50:03"
N7420,"[""AR""]","Accounting and Calculating Machines","Machines à facturer et à calculer",Active,Actif,"2023-02-27 22:50:03"
N7430,"[""AR""]","Typewriters and Office Type Composing Machines","Machines à écrire et machines à composer de bureau",Active,Actif,"2023-02-27 22:50:03"
N7435,"[""AR""]","Office Information System Equipment","Matériel de système d'information de bureau",Active,Actif,"2023-02-27 22:50:03"
N7450BA,"[""AR""]","RECORDER REPRODUCER, SOUND, AUDIO VISUAL AND OFFICE TYPE INCLUDING DEDICATED RELATED ACCESSORIES","Enregistreur-lecteur-reproducteur, son, type audio-visuel et de bureau comprenant les accessoires connexes appropriés",Active,Actif,"2023-02-27 22:50:03"
JI7110,"[""PQ""]","Office Furniture - Installation","Meubles de bureau - installation",Active,Actif,"2023-02-27 22:50:03"
JI7125,"[""PQ""]","Cabinets, Lockers, Bins and Shelving - Installation","Meubles, armoires, armoires de sécurité et rayonnage - installation",Active,Actif,"2023-02-27 22:50:03"
JX7105,"[""PQ""]","Household Furniture - Repair","Meubles domestiques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7105B,"[""PQ""]","Furniture, Upholstered - Repairs","Ameublement, rembourrage - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7110,"[""PQ""]","Furniture, Office-Refinishing and Repair","Meuble de bureau - remis en état et réparation",Active,Actif,"2023-02-27 22:50:03"
JX7125,"[""PQ""]","Cabinets, Lockers, Bins and Shelving - Repair","Meubles, armoires, armoires de sécurité et rayonnage - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7195,"[""PQ""]","Miscellaneous Furniture and Fixtures - Recovering","Meubles et accessoires d'ameublement divers - recouvrement",Active,Actif,"2023-02-27 22:50:03"
JX7195A,"[""PQ""]","Furniture, Auditorium Seating, Recovering","Récupération du mobilier d'auditorium, sièges",Active,Actif,"2023-02-27 22:50:03"
JX7195B,"[""PQ""]","Partitions, Screen Systems - Repair","Cloisonnage, systèmes d'écran - réparation",Active,Actif,"2023-02-27 22:50:03"
N7105,"[""PQ""]","Household Furniture","Meubles de maison",Active,Actif,"2023-02-27 22:50:03"
N7105B,"[""PQ""]","CHAIR (HOUSEHOLD)","Fauteuil, domestique",Active,Actif,"2023-02-27 22:50:03"
N7105BB,"[""PQ""]","CHAIR, FOLDING, METAL (HOUSEHOLD)","Fauteuil, pliant, métal, domestique",Active,Actif,"2023-02-27 22:50:03"
N7105JCA,"[""PQ""]","TABLE, FOLDING, WOOD, METAL LEGS","Table, pliante, bois, pieds de métal",Active,Actif,"2023-02-27 22:50:03"
N7105E,"[""PQ""]","FRAME, PICTURE","Cadre, décoration",Active,Actif,"2023-02-27 22:50:03"
N7105F,"[""PQ""]","FURNITURE, HOUSEHOLD","Ameublement domestique",Active,Actif,"2023-02-27 22:50:03"
N7105FC,"[""PQ""]","FURNITURE, HOUSEHOLD, FULLY UPHOLSTERED","Meubles, rembourrés, domestique",Active,Actif,"2023-02-27 22:50:03"
N7105G,"[""PQ""]","MIRROR, GLASS","Miroir, verre",Active,Actif,"2023-02-27 22:50:03"
N7110CCJ,"[""PQ""]","CHAIR, ROTARY, MULTI-TASK (EXCEPT SPEC.)","Chaise tournante multitâche (sauf SPEC.)",Active,Actif,"2023-02-27 22:50:03"
N7110CCK,"[""PQ""]","CHAIR, ROTARY, DEDICATED TASK (EXCEPT SPEC.)","Chaise tournante, monotâche (sauf SPEC.)",Active,Actif,"2023-02-27 22:50:03"
N7110CD,"[""PQ""]","CHAIR, STRAIGHT",Fauteuil,Active,Actif,"2023-02-27 22:50:03"
N7110CDC,"[""PQ""]","CHAIR, STRAIGHT, STACKING TYPE","Chaise, superposable",Active,Actif,"2023-02-27 22:50:03"
N7110,"[""PQ""]","Office Furniture","Meubles de bureau",Active,Actif,"2023-02-27 22:50:03"
N7110A,"[""PQ""]",BLACKBOARD,Tableau,Active,Actif,"2023-02-27 22:50:03"
N7110B,"[""PQ""]","BOOKCASES, OFFICE TYPE","Bibliothèque, type bureau",Active,Actif,"2023-02-27 22:50:03"
N7110C,"[""PQ""]","CHAIR (OFFICE)","Fauteuil, bureau",Active,Actif,"2023-02-27 22:50:03"
N7110CA,"[""PQ""]","CHAIR, CAFETERIA","Fauteuil, cafétéria",Active,Actif,"2023-02-27 22:50:03"
N7110CCC,"[""PQ""]","CHAIR, ROTARY, OFFICE TYPE (EXCEPT STANDARD)","Chaise tournante de bureau (sauf norme)",Active,Actif,"2023-02-27 22:50:03"
N7110CE,"[""PQ""]","CHAIR, STUDENT, WITH TABLE ARM","Fauteuil, étudiant, avec bras en table",Active,Actif,"2023-02-27 22:50:03"
N7110CF,"[""PQ""]","CHAIR, STACKING, ARMLESS, MOULDED PLASTIC AND FIBREGLASS, DSS QPL","Chaise, empilable, plastique et fibre de verre moulés, LPH du MAS",Active,Actif,"2023-02-27 22:50:03"
N7110D,"[""PQ""]","TRAYS, MAIL SORTING","Corbeilles, tri du courrier",Active,Actif,"2023-02-27 22:50:03"
N7110E,"[""PQ""]",DESK,Bureau,Active,Actif,"2023-02-27 22:50:03"
N7110G,"[""PQ""]","FILING CABINETS, OFFICE TYPE (EXCEPT SECURITY TYPE)","Classeurs à tiroirs, type bureau, sauf genre sécurité",Active,Actif,"2023-02-27 22:50:03"
N7110JF,"[""PQ""]","Lan Management Modular Shelving System","Système de montage modulaire pour la gestion de réseau local",Active,Actif,"2023-02-27 22:50:03"
