nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
N2320DMB,"[""HP""]","Truck, Tractor, Diesel, 27,500 GVWR and Up","Camion-tracteur, diesel, PNBV 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2320DRA,"[""HP""]","Truck, Sander (Hopper Body) Diesel, to 27,499 GVWR","Camion, épandeur de sable, caisse à trémie, diesel, PNBV jusqu'à 27,499 lb",Active,Actif,"2023-02-27 22:50:03"
N2320DRB,"[""HP""]","Truck, Sander (Hopper Body) Diesel, 27,500 GVWR and Up","Camion, épandeur de sable, caisse à trémie, diesel, PNBV de 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2320DX,"[""HP""]","Truck, Tractor, Yard, Trailers Spotter Off Highway, Diesel Powered","Camion-tracteur, cour de terminus, pour garer les remorques sur les chantiers à diesel",Active,Actif,"2023-02-27 22:50:03"
N2320G,"[""HP""]","Truck and Truck Tractor Wheeled, Gasoline Powered, Over 10,000 GVWR (Except Military Configuration)","Camion et tracteur de semi-remorque, sur roues, à essence, PNBV plus de 10,000 lbs, sauf modèle militaire",Active,Actif,"2023-02-27 22:50:03"
N2320GA,"[""HP""]","Truck, (Dump, Stake, Van) Gasoline Powered","Camion à essence, basculant, à ridelles, fourgon",Active,Actif,"2023-02-27 22:50:03"
N2320N21,"[""HP""]","Truck, Light, Pick-Up, Compact, Long, 4 X 4","Camion, léger, camionnette-plateau, compact, long, à 4 roues motrices",Active,Actif,"2023-02-27 22:50:03"
N2320N81,"[""HP""]","Truck, Light, Pick-Up, Min. 8000 lb GVWR, 4 X 4","Camion, léger, camionnette-plateau, PNBV 8000 lb min., à 4 roues motrices",Active,Actif,"2023-02-27 22:50:03"
N2320GY,"[""HP""]","Truck, Special Purpose Customized Body","Camion, carrosserie conçu sur commande, pour besoins spéciaux",Active,Actif,"2023-02-27 22:50:03"
N2320L51,"[""HP""]","Truck, Light, Utility, 4 X 4","Camion, léger, utilitaire, 4 roues motrices",Active,Actif,"2023-02-27 22:50:03"
N2320L61,"[""HP""]","Truck, Light, Utility, 4 X 4, 100 lb Pay Load","Camion, léger, utilitaire, 4 roues motrices, charge utile de 100 lb",Active,Actif,"2023-02-27 22:50:03"
N2320M60,"[""HP""]","Truck, Light, Passenger Van, Garageable, GMV Spec M60","Camion, léger, fourgon pour passagers, remisable, Spec VAG M60",Active,Actif,"2023-02-27 22:50:03"
N2320N01,"[""HP""]","Truck, Light, Pick-Up, Compact, 4 X 4","Camion, léger, camionnette-plateau, compact, à 4 roues motrices",Active,Actif,"2023-02-27 22:50:03"
N2330K,"[""HP""]","Trailer, Snowmobile","Remorque, motoneige",Active,Actif,"2023-02-27 22:50:03"
N2330L,"[""HP""]","Trailer, Stake","Remorque, à ridelles",Active,Actif,"2023-02-27 22:50:03"
N2330M,"[""HP""]","Trailer, Tank","Remorque, réservoir",Active,Actif,"2023-02-27 22:50:03"
N2330N,"[""HP""]","Trailer, Tent",Tente-roulotte,Active,Actif,"2023-02-27 22:50:03"
N2330P,"[""HP""]","Trailer, Tilt Deck","Remorque, tablier basculant",Active,Actif,"2023-02-27 22:50:03"
N2330Q,"[""HP""]","Trailer, Utility","Remorque, utilitaire",Active,Actif,"2023-02-27 22:50:03"
N2330R,"[""HP""]","Trailer, Wrecking","Remorque, dépanneuse",Active,Actif,"2023-02-27 22:50:03"
N2330S,"[""HP""]","Trailer, Auto","Remorque, automobile",Active,Actif,"2023-02-27 22:50:03"
N2330T,"[""HP""]","Trailer, Cable Reel","Remorque, à bobines",Active,Actif,"2023-02-27 22:50:03"
N2330U,"[""HP""]","Trailer, Travel","Roulotte, tourisme",Active,Actif,"2023-02-27 22:50:03"
N2330V,"[""HP""]","Trailer, Specially Equipped","Remorque spécialement équipée",Active,Actif,"2023-02-27 22:50:03"
N2330W,"[""HP""]","Trailer, Dump","Remorque, à bascule",Active,Actif,"2023-02-27 22:50:03"
N2330X,"[""HP""]","Trailer, Horse","Remorque, chevaux",Active,Actif,"2023-02-27 22:50:03"
N2330Y,"[""HP""]","Trailer, Live Stock","Remorque, bétail",Active,Actif,"2023-02-27 22:50:03"
N2320T00,"[""HP""]","Truck, Light, Cargo Van, Garageable, GMV Spec T00","Camion, léger, fourgon de marchandises, remisable, Spec VAG T00",Active,Actif,"2023-02-27 22:50:03"
N2320W00,"[""HP""]","Medium Truck Cab-Over-Engine","Camions poids moyen cabine avancée",Active,Actif,"2023-02-27 22:50:03"
N2330,"[""HP""]",Trailers,"Remorques et semi-remorques",Active,Actif,"2023-02-27 22:50:03"
N2330A,"[""HP""]","Trailers (Military Pattern Only)","Remorques, genre militaire seulement",Active,Actif,"2023-02-27 22:50:03"
N2330B,"[""HP""]","Trailer, Cargo Van","Remorque, fourgon à marchandises",Active,Actif,"2023-02-27 22:50:03"
N2330C,"[""HP""]","Trailer, Fuel Service","Remorque, camion-citerne",Active,Actif,"2023-02-27 22:50:03"
N2330D,"[""HP""]","Trailer, House","Maison mobile",Active,Actif,"2023-02-27 22:50:03"
N2330E,"[""HP""]","Trailer, Light, 5th Wheel","Remorque, légère, 5e roue",Active,Actif,"2023-02-27 22:50:03"
N2330F,"[""HP""]","Trailer, Low Bed","Remorque, plate-forme basse",Active,Actif,"2023-02-27 22:50:03"
N2330G,"[""HP""]","Trailer, Maintenance","Remorque, entretien",Active,Actif,"2023-02-27 22:50:03"
N2330H,"[""HP""]","Trailer, Pole","Chariot à poteaux",Active,Actif,"2023-02-27 22:50:03"
N3110,"[""HP""]","Bearings, Antifriction, Unmounted","Roulements anti-frottement, non-montés",Active,Actif,"2023-02-27 22:50:03"
N3110B,"[""HP""]","Bearings, Ball, Annular, Thrust Bearing, Roller Bearing and Multiapplication (Except Aircraft)","Roulements, à billes, annulaires, butée, roulement à rouleau et multiple application, sauf pour aéronef",Active,Actif,"2023-02-27 22:50:03"
N3110F,"[""HP""]","Bearings, Cups and Cones","Paliers, cuvettes et cônes",Active,Actif,"2023-02-27 22:50:03"
N3110G,"[""HP""]","Bearings, Roller, Tapered, FED. SPEC. FF-B-187A, DND QPL","Roulements, à rouleaux coniques, FED. SPEC. FF-B-187A, LPH du MDN",Active,Actif,"2023-02-27 22:50:03"
N3110H,"[""HP""]","Bearings, Roller, Cylindrical , FED. SPEC. FF-B-185, DND QPL","Roulements, à rouleaux cylindriques, FED. SPEC. FF-B-185, LPH du MDN",Active,Actif,"2023-02-27 22:50:03"
N3120,"[""HP""]","Bearings, Plain, Unmounted","Paliers lisses nus",Active,Actif,"2023-02-27 22:50:03"
N3130,"[""HP""]","Bearings, Mounted","Roulements et paliers équipés",Active,Actif,"2023-02-27 22:50:03"
N3130A,"[""HP""]","Bearings, Mounted, All Types","Coussinets, assemblés, tous les types",Active,Actif,"2023-02-27 22:50:03"
N4110CB,"[""HP""]","Water Chilling Equipment Systems","Systèmes d'équipement de réfrigération d'eau",Active,Actif,"2023-02-27 22:50:03"
N4110D,"[""HP""]","Machinery, Ice Making (Industrial)","Machinerie, fabrication de glace, industriel",Active,Actif,"2023-02-27 22:50:03"
N4110E,"[""HP""]","Plants, Refrigeration (Industrial)","Outillages, réfrigération, industriels",Active,Actif,"2023-02-27 22:50:03"
N4110F,"[""HP""]","Refrigeration and Air Conditioning Accessories (Industrial)","Accessoires de réfrigération et d'air climatisé, industriels",Active,Actif,"2023-02-27 22:50:03"
N4110G,"[""HP""]","Refrigerators and Freezers, Walk-In (Industrial)","Chambres frigorifiques et congélateurs, industriels",Active,Actif,"2023-02-27 22:50:03"
N4110H,"[""HP""]","Freezer, Ice Cream, Commercial","Congélateur, crème glacée, commercial",Active,Actif,"2023-02-27 22:50:03"
N4110J,"[""HP""]","Dispensers, Drinking Water, Mechanically Cooled","Distributeur, eau potable, refroidi mécaniquement",Active,Actif,"2023-02-27 22:50:03"
N4110JA,"[""HP""]","Dispensers, Drinking Water, Mechanically Cooled, Except Marine","Distributeur, eau potable, refroidi mécaniquement, sauf marins",Active,Actif,"2023-02-27 22:50:03"
N4110K,"[""HP""]","Containers, Cargo Handling, Refrigerated (For Container Shipping Method)","Conteneurs, manutention de marchandises, réfrigérés, pour méthode d'expédition de conteneurs",Active,Actif,"2023-02-27 22:50:03"
N4110M,"[""HP""]","Freezer, Deep, Commercial","Congélateur, profond, commercial",Active,Actif,"2023-02-27 22:50:03"
N4110N,"[""HP""]","Counters, Refrigerated","Comptoir, réfrigéré",Active,Actif,"2023-02-27 22:50:03"
N4110P,"[""HP""]","Refrigeration Equipment Components, Except Marine","Composants d'équipement de réfrigération, sauf marins",Active,Actif,"2023-02-27 22:50:03"
N4110Q,"[""HP""]","Refrigeration Units, Vehicular","Unités de réfrigération, véhicules",Active,Actif,"2023-02-27 22:50:03"
N4120,"[""HP""]","Air Conditioning Equipment","Équipement de climatisation",Active,Actif,"2023-02-27 22:50:03"
N4110,"[""HP""]","Refrigeration Equipment","Équipement de réfrigération",Active,Actif,"2023-02-27 22:50:03"
N4110AA,"[""HP""]","Freezer, Deep, Domestic","Congélateur, profond, domestique",Active,Actif,"2023-02-27 22:50:03"
N4110B,"[""HP""]","Refrigerator, Domestic","Réfrigérateur, domestique",Active,Actif,"2023-02-27 22:50:03"
N4110BA,"[""HP""]","Refrigerator, Electric, Domestic","Réfrigérateur, électrique, domestique",Active,Actif,"2023-02-27 22:50:03"
N4110BD,"[""HP""]","Refrigerator, Special, Small or Undercounter","Réfrigérateur, spécial, petit, ou à encastrer",Active,Actif,"2023-02-27 22:50:03"
N4110C,"[""HP""]","Chilling Equipment","Équipement de réfrigération",Active,Actif,"2023-02-27 22:50:03"
N4130,"[""HP""]","Refrigeration and Air Conditioning Components","Composants d'équipement pour la réfrigération et la climatisation",Active,Actif,"2023-02-27 22:50:03"
N4130A,"[""HP""]","Air Conditioning and Heating Combination Components (Domestic)","Composants de climatiseurs et de chauffage combinés, domestiques",Active,Actif,"2023-02-27 22:50:03"
N4130B,"[""HP""]","Air Conditioning Equipment Components (Industrial)","Composants d'équipement de climatisation, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130C,"[""HP""]","Air Conditioning Heater Units (Industrial)","Chauffage, climatiseurs, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130D,"[""HP""]","Compressors, Reciprocating, Power Driven, Air Conditioning Equipment (Industrial) Except Marine, Armoured Fighting Vehicles and Aircraft","Compresseurs, alternatifs à moteur, équipement de climatisation, industriels, sauf véhicules marins, blindé de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4130E,"[""HP""]","Condensing Units, Refrigerating (Industrial)","Groupe compresseur-condensateur, frigorifique, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130F,"[""HP""]","Cooling Tower Liquid (Industrial)","Tour de refroidissement, à liquide, industrielle",Active,Actif,"2023-02-27 22:50:03"
N4130G,"[""HP""]","Fan Coil Units (Industrial)","Bobines de ventilateurs, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130H,"[""HP""]","Filter, Air (Industrial)","Filtres, à air, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130HC,"[""HP""]","Filters, Air, Disposable","Filtres à air, jetables",Active,Actif,"2023-02-27 22:50:03"
N4130J,"[""HP""]","Heating Coils (Industrial)","Bobines thermiques, industrielles",Active,Actif,"2023-02-27 22:50:03"
N4130K,"[""HP""]","Refrigeration, A/C Supplies (Valves, Fittings, Etc.) (Industrial)","Réfrigération, fournitures de climatiseurs (valves, raccords, etc.) industriel",Active,Actif,"2023-02-27 22:50:03"
N4130L,"[""HP""]","Condensers, Refrigeration (Industrial)","Condenseurs, réfrigération, industriels",Active,Actif,"2023-02-27 22:50:03"
N4120A,"[""HP""]","Air Conditioning Equipment (Domestic Only)","Équipement de climatiseurs, domestiques seulement",Active,Actif,"2023-02-27 22:50:03"
N4120AA,"[""HP""]","Air Conditioning Room and Window Units (Domestic Only)","Climatiseurs pour chambres et fenêtres, domestique seulement",Active,Actif,"2023-02-27 22:50:03"
N4120B,"[""HP""]","Air Conditioning Equipment, Industrial","Équipement de climatisation industriel",Active,Actif,"2023-02-27 22:50:03"
N4120BA,"[""HP""]","Air Conditioning Equipment, Refrigeration (Industrial)","Équipement de climatisation, réfrigération, industriel",Active,Actif,"2023-02-27 22:50:03"
N4120BB,"[""HP""]","Air Conditioning Units (Industrial)","Climatiseurs, industriels",Active,Actif,"2023-02-27 22:50:03"
N4120BC,"[""HP""]","Air Conditioning System-Spray Cooled (Industrial)","Système d'air climatisé, vaporisateur refroidi industriel",Active,Actif,"2023-02-27 22:50:03"
N4120BD,"[""HP""]","Air Conditioning Units, Computer Room","Climatiseurs pour salles d'ordinateurs",Active,Actif,"2023-02-27 22:50:03"
N4120BDB,"[""HP""]","Air Conditioning Units, Computer Room, Upward Flow","Climatiseurs pour salles d'ordinateurs, débit vers le haut",Active,Actif,"2023-02-27 22:50:03"
N4120BF,"[""HP""]","Air Conditioning Equipment (Industrial) N.E.S.","Équipement de climatisation industriel, N.E.A.",Active,Actif,"2023-02-27 22:50:03"
N4120C,"[""HP""]","Air Handling Units (Industrial)","Déviateurs d'air, industriels",Active,Actif,"2023-02-27 22:50:03"
N4120D,"[""HP""]","Chillers (Industrial)","Réfrigérateurs, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130LA,"[""HP""]","Condensers, Refrigeration, Water-Cooled (Industrial)","Condenseurs, réfrigération, refroidis à l'eau, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130LB,"[""HP""]","Condenseurs, réfrigération, Air-Cooled (Industrial)","Condenseurs, réfrigération, refroidis à l'air, industriels",Active,Actif,"2023-02-27 22:50:03"
N4130M,"[""HP""]","Water Chillers, Except Marine, Armoured Fighting Vehicles and Aircraft","Refroidisseurs d'eau, sauf véhicules marins, blindés de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4130N,"[""HP""]","Refrigeration and Air Conditioning Components, Armoured Fighting Vehicle, S.M.P.","Composants d'équipements pour la réfrigération et la climatisation de véhicule blindé de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N4130P,"[""HP""]","Compressors, Refrigeration (Industrial) Except Marine, Armoured Fighting Vehicle, and Aircraft","Compresseurs rotatifs pour réfrigération, industriels, sauf marins, véhicules blindés de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4130PA,"[""HP""]","Compressors, Refrigeration, Rotary (Industrial) Except Marine, Armoured Fighting Vehicle and Aircraft","Compresseurs rotatifs pour réfrigération, industriels, sauf marins, véhicules blindés de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4140,"[""HP""]","Fans, Air Circulators and Blower Equipment","Équipement de ventilation, de circulation d'air et de souffleries",Active,Actif,"2023-02-27 22:50:03"
N4140A,"[""HP""]","Axial Fans (Industrial)","Ventilateurs axiaux, industriels",Active,Actif,"2023-02-27 22:50:03"
N4140C,"[""HP""]","Fans (Except Industrial) Except Marine, Armoured Fighting Vehicles and Aircraft","Ventilateurs, sauf industriels et véhicules marins, blindés de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4140CA,"[""HP""]","Fans, Centrifugal, General Purpose (Air Circulation, Blower and for Cooling) (Domestic) Except Marine, Armoured Fighting Vehicles and Aircraft","Ventilateurs, centrifuges, usage général, brasseur d'air, souffleur et pour refroidissement, domestiques sauf véhicules marins, blindés de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4140CE,"[""HP""]","Fans, Portable, Office Desk and Column","Ventilateurs, portatifs de bureau et à colonne",Active,Actif,"2023-02-27 22:50:03"
N4140CF,"[""HP""]","Fans, Tube and Vane, Axial, Except Marine, Armoured Fighting Vehicles and Aircraft","Ventilateurs, hélicoïdes, pour tuyauterie et à volets, sauf véhicules marins, blindés de combat et aéronefs",Active,Actif,"2023-02-27 22:50:03"
N4140G,"[""HP""]","Fans, Exhaust (Industrial)","Ventilateurs, aspirants, industriels",Active,Actif,"2023-02-27 22:50:03"
N4150,"[""HP""]","Vortex Tubes and Other Related Cooling Tubes","Tubes Vortex et tubes de refroidissement connexes",Active,Actif,"2023-02-27 22:50:03"
N4210P,"[""HP""]","Firefighting Equipment - Complete Fire Trucks and Trailers Only","Équipement de lutte contre l'incendie - camions et remorques de pompiers complets",Active,Actif,"2023-02-27 22:50:03"
N4210PA,"[""HP""]","Tracked Vehicle, Firefighting","Véhicule à chenilles, lutte contre l'incendie",Active,Actif,"2023-02-27 22:50:03"
N4210PB,"[""HP""]","Trailer, Fire Pumper","Remorque, pompe à incendie",Active,Actif,"2023-02-27 22:50:03"
N4210PC,"[""HP""]","Truck, Fire, Crash","Camion, incendie, antichoc",Active,Actif,"2023-02-27 22:50:03"
N4210PD,"[""HP""]","Truck, Firefighting","Camion de lutte contre l'incendie",Active,Actif,"2023-02-27 22:50:03"
N4310AA,"[""HP""]","Compressors, Portable or Mobile, Except Marine","Compresseurs, portatifs ou mobiles, sauf marins",Active,Actif,"2023-02-27 22:50:03"
N4310BA,"[""HP""]","Compressors, Reciprocating (Except Refrigeration) Except Marine","Compresseurs, alternatifs, sauf frigorifiques, sauf marins",Active,Actif,"2023-02-27 22:50:03"
N4310CG,"[""HP""]","Compressors, Rotary, Portable (Except Refrigeration) Except Marine","Compresseurs, rotatifs, portatifs, sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4310CH,"[""HP""]","Compressors, Rotary, Screw Type (Except Refrigeration) Except Marine","Compresseurs, rotatifs, type à vis, sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4310CHA,"[""HP""]","Compressors, Rotary, Screw Type, Less Than 150 CFM (Except Refrigeration) Except Marine","Compresseurs, rotatifs, type à vis, moins de 150 pieds cubes/min., sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4310CHB,"[""HP""]","Compressors, Rotary, Screw Type, 150 to 1500 CFM, (Except Refrigeration), Except Marine","Compresseurs, rotatifs, type à vis, 150 à 1500 pieds cubes/min., sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4310CHC,"[""HP""]","Compressors, Rotary, Screw Type, Greater Than 1500 CFM, (Except Refrigeration) Except Marine","Compresseurs, rotatifs, type à vis, plus de 1500 pieds cubes/min., sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4310DAB,"[""HP""]","Pumps, Vacuum, 10 to 100 CFM, Except Marine","Pompes à vide, 10 à 100 pieds cubes/min., sauf marines",Active,Actif,"2023-02-27 22:50:03"
N4310E,"[""HP""]","Compressors, Super Pressure","Compresseurs, super pression",Active,Actif,"2023-02-27 22:50:03"
N4310EA,"[""HP""]","Compressors, Super Pressure, Except Marine","Compresseurs, super pression, sauf marins",Active,Actif,"2023-02-27 22:50:03"
N4310F,"[""HP""]","Compressor, Accessories","Compresseurs, accessoires",Active,Actif,"2023-02-27 22:50:03"
N4310BD,"[""HP""]","Compressors, Reciprocating, Portable, Except Refrigeration, Except Marine","Compresseurs, alternatifs, portatifs, sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4310BG,"[""HP""]","Compressors, Reciprocating, Fixed Displacement, (Except Refrigeration) Except Marine","Compresseurs, alternatifs, fixes, sauf frigorifiques et marins",Active,Actif,"2023-02-27 22:50:03"
N4320AB,"[""HP""]","Pumps, Axial Flow, Turbine","Pompes, écoulement axial, turbine",Active,Actif,"2023-02-27 22:50:03"
N4320BA,"[""HP""]","Pumps, Centrifugal, Chemical Process","Pompes centrifuges, procédé chimique",Active,Actif,"2023-02-27 22:50:03"
N4320BB,"[""HP""]","Pumps, Centrifugal, Circulation/Distillation","Pompes centrifuges, de circulation et distillation",Active,Actif,"2023-02-27 22:50:03"
N4320BC,"[""HP""]","Pumps, Centrifugal, Condensate/Boiler Feed","Pompes centrifuges, eau de condensation et alimentation de chaudière",Active,Actif,"2023-02-27 22:50:03"
